dew,humidity,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,moonphase,conditions,Day,Month,Year,temp
16.6,53.3,33.5,14.8,356.8,1011.6,2.6,10,271.3,23.4,9,0.19,Clear,12,9,2021,27.5
15.3,39.8,40.7,31.7,218.1,1008.9,0.1,10,269.7,23.2,9,0.25,Clear,13,9,2021,31.1
18.6,54.1,35.3,25.9,8.4,1010.3,17.5,10,261,22.6,9,0.26,Clear,14,9,2021,30.1
17.8,56.3,34.2,20.5,309.5,1012.6,24.4,10,252.7,21.7,8,0.3,Partially cloudy,15,9,2021,27.9
17.3,57.6,40.3,29.5,319.4,1013,29,10,256.5,22.1,9,0.34,Partially cloudy,16,9,2021,26.7
16.5,53.3,41.8,27.7,351.8,1011.4,29.7,10,247.9,21.5,9,0.37,Partially cloudy,17,9,2021,27.3
16.8,56.6,37.1,31.7,18.6,1012.3,10.9,9.5,261.2,22.5,9,0.41,Clear,18,9,2021,26.8
16.2,54,41.8,29.5,34.2,1013.8,6,10,267.5,23.2,9,0.44,Clear,19,9,2021,27.8
17.8,53.3,43.6,27.7,25.7,1014.1,0,10,263.9,22.9,9,0.48,Clear,20,9,2021,29.2
18.5,57.2,42.1,24.1,9.7,1013.6,19.6,8.1,259.5,22.4,9,0.5,Clear,21,9,2021,29.4
18,57.7,44.05,25.9,334.8,1011.3,12,8.5,258.7,22.4,9,0.55,Clear,22,9,2021,28.3
17.8,55.9,35.3,27.7,293.1,1011,0,8.8,253,21.8,9,0.58,Clear,23,9,2021,28.1
15.7,57.3,38.9,25.9,312,1012.9,35.9,10,240.5,20.8,8,0.61,Partially cloudy,24,9,2021,25.2
14.2,53.8,37.1,33.5,19,1015.2,20.1,9.3,257.4,22.2,9,0.64,Partially cloudy,25,9,2021,24.5
16.5,60.1,33.5,25.9,12.7,1014.6,23.7,10,249.7,21.6,9,0.68,Partially cloudy,26,9,2021,25.1
16.3,60.1,32.4,22.3,315.2,1013.5,32.2,8.7,250.2,21.6,8,0.71,Partially cloudy,27,9,2021,25.1
16.8,59.3,30.6,18.4,319.9,1013,32.5,8.8,242.5,21.1,9,0.74,Partially cloudy,28,9,2021,25.8
17.3,60.3,35.6,25.9,335.6,1012.7,6.7,9.2,249.1,21.5,9,0.75,Clear,29,9,2021,26.1
18.6,65.3,40,25.9,342.1,1011.9,30.7,7.2,238.6,20.6,8,0.8,Partially cloudy,30,9,2021,26.2
16.9,62.8,38.2,25.9,345.1,1011.8,32.8,8.8,236.8,20.5,8,0.84,Partially cloudy,1,10,2021,25
16.2,60.5,37.4,22.3,313.7,1012.3,41.6,8.5,236,20.4,8,0.87,Partially cloudy,2,10,2021,24.7
15.8,60.4,36.4,24.1,333.5,1014.6,46.3,9.7,215.4,18.5,8,0.9,Partially cloudy,3,10,2021,24.2
15.8,62.4,33.8,27.7,348.6,1015.4,21.8,6.9,230.6,20,8,0.93,Partially cloudy,4,10,2021,23.8
14.6,58.4,34.2,27.7,351,1014.4,25.5,7.1,239.9,20.7,8,0.97,Partially cloudy,5,10,2021,23.6
15.4,61.1,31,25.9,356.3,1013.6,15.4,8.7,228.5,19.7,8,0,Clear,6,10,2021,23.8
15.5,61.6,33.5,31.7,24.8,1013.1,7.9,10,230.8,19.8,8,0.03,Clear,7,10,2021,23.8
15.4,59.6,33.8,31.7,23.6,1013.9,6.6,10,231.8,20.1,8,0.07,Clear,8,10,2021,24.1
16.4,63.4,36.7,33.5,22.7,1015.1,4.4,10,230.8,19.8,8,0.1,Clear,9,10,2021,24.2
16.4,64.3,43.2,35.3,31.6,1015.2,11.9,9.8,233.3,20.2,8,0.14,Clear,10,10,2021,24.5
17.1,64.9,42.5,35.3,33.8,1012.8,22.4,8.8,218.9,18.9,8,0.17,Partially cloudy,11,10,2021,25.3
16.6,60.2,33.8,35.3,21,1009.9,52.3,9.5,209.9,17.9,7,0.21,Partially cloudy,12,10,2021,26.4
16.5,60.1,43.9,25.9,41.8,1012.9,28.1,9.7,223.7,19.4,8,0.25,Partially cloudy,13,10,2021,26.6
16.6,60,41.8,25.9,50.8,1014.8,13.9,10,223.4,19.3,8,0.28,Clear,14,10,2021,26.4
15.5,57.1,37.8,20.5,57.3,1014.9,9.2,10,224.5,19.4,8,0.32,Clear,15,10,2021,26.7
13.2,43.4,30.6,18.4,9,1015.9,70.2,9.3,214.4,18.4,8,0.35,Partially cloudy,16,10,2021,28.2
13.8,49.5,29.5,20.5,4.4,1017.4,31.7,8.5,218.9,18.8,8,0.39,Partially cloudy,17,10,2021,26.2
14,54.8,29.5,22.3,5.2,1017.9,49.6,9.5,218.6,18.7,8,0.42,Partially cloudy,18,10,2021,24.1
14,56.1,33.5,22.3,350.7,1020,40.7,8.3,211.6,18.4,8,0.46,Partially cloudy,19,10,2021,23.6
13.6,57.4,38.5,18.4,345.8,1021.3,43.8,9.3,200.4,17.3,8,0.5,Partially cloudy,20,10,2021,22.8
12.9,55.8,38.9,24.1,334.8,1020.8,24.7,8.5,209,18.1,8,0.53,Partially cloudy,21,10,2021,22.7
14.6,61,34.9,25.9,5.1,1019.7,26.9,8,193.1,16.7,7,0.56,Partially cloudy,22,10,2021,22.8
14.7,62.5,32.8,24.1,350.1,1020.1,38.6,6.8,179.8,15.5,7,0.59,Partially cloudy,23,10,2021,22.6
12.8,56.5,31.7,25.9,8.3,1018.7,23,9.7,210.1,18.3,7,0.62,Partially cloudy,24,10,2021,22.2
14.6,61.1,26.3,27.7,6.1,1016.1,17.8,8.4,199,17.1,7,0.66,Clear,25,10,2021,22.8
14.9,62.7,33.1,27.7,37,1015.8,0,10,202,17.5,7,0.69,Clear,26,10,2021,22.8
13.5,55.5,33.8,27.7,49.6,1015.4,5.1,9.7,201.9,17.5,7,0.72,Clear,27,10,2021,24.4
12.1,44,24.1,29.5,47.4,1012.4,41.9,7.1,174.5,15.1,7,0.75,Partially cloudy,28,10,2021,26.1
17.5,67.3,30.6,20.5,304.7,1012.5,35.5,7.4,197.3,17.1,7,0.79,Partially cloudy,29,10,2021,24.2
17.9,68.4,26.6,27.7,20.7,1015.4,67,8,165.2,14.3,7,0.82,Partially cloudy,30,10,2021,24.7
15.3,55.3,41,33.5,344.8,1014.7,53.9,9.6,189.7,16.5,7,0.85,Partially cloudy,31,10,2021,26.2
14.4,56.3,38.5,31.7,253.9,1014.8,5.2,7.4,196.1,16.8,7,0.89,Clear,1,11,2021,25.2
14.2,56.1,26.3,16.6,347.5,1017.3,4,10,191.1,16.5,7,0.92,Clear,2,11,2021,23.9
13.7,53,27,25.9,40.9,1018.7,0,10,189.9,16.4,7,0.95,Clear,3,11,2021,24.4
16.2,66.7,43.6,33.5,35.8,1018.8,11.7,10,189.6,16.3,7,0,Clear,4,11,2021,23.1
17.4,71.7,44.05,31.7,28.7,1016.6,65.8,9.2,171.8,14.8,7,0.02,Partially cloudy,5,11,2021,23.1
17,69.9,35.6,29.5,30.7,1014.7,25.6,10,182,15.6,7,0.05,Partially cloudy,6,11,2021,23.2
18.2,75.6,31.3,22.3,25.4,1013.5,34.4,5.6,181,15.7,7,0.09,Partially cloudy,7,11,2021,23.5
18.1,73.9,31,18.4,36.6,1013.8,24.1,6.9,184.2,15.9,7,0.12,Partially cloudy,8,11,2021,23.6
14.6,60.2,26.3,18.4,31.5,1016.4,6.3,8.5,190.9,16.4,7,0.16,Clear,9,11,2021,23.4
16.8,73.8,29.5,20.5,11.1,1017,50.2,5.8,177.3,15.4,7,0.19,Partially cloudy,10,11,2021,22.4
14,64.4,34.6,24.1,38.7,1014.4,47.8,8,144.8,12.6,6,0.25,Partially cloudy,11,11,2021,21.6
13.3,61.5,41,27.7,33.4,1013.3,50.1,10,165.7,14.3,6,0.26,Partially cloudy,12,11,2021,21.3
13.3,58.6,22,14.8,348.6,1014.3,34.8,6.3,177.1,15.3,7,0.29,Partially cloudy,13,11,2021,22.3
15.4,64.5,19.650000000000006,13,339.3,1014.7,11.9,3.2,176.7,15.3,7,0.33,Clear,14,11,2021,22.9
16.4,71.2,24.1,13,320.6,1014.8,40.8,3.7,162,13.9,6,0.36,Partially cloudy,15,11,2021,22.2
16.4,73.2,19.650000000000006,11.2,342,1015.5,35.4,4.5,126.6,10.9,5,0.4,Partially cloudy,16,11,2021,21.7
14.9,66.4,26.6,11.2,318.7,1016.5,45.6,4.4,164.2,14.2,6,0.43,Partially cloudy,17,11,2021,21.7
15.4,71,31,16.6,329.2,1019.1,43.9,6.3,144.9,12.6,6,0.47,Partially cloudy,18,11,2021,21
12.7,64.5,36.7,22.3,311.2,1017.3,40.4,8.5,151,13,6,0.5,Partially cloudy,19,11,2021,19.9
11.7,66.5,44.05,29.5,228.9,1011.1,76.3,7.7,142,12.2,6,0.53,"Rain, Partially cloudy",20,11,2021,18.5
12.1,72.6,36,22.3,217,1012.5,58.5,7.3,121.2,10.4,5,0.57,Partially cloudy,21,11,2021,17.3
12.7,66.5,24.8,18.7,211.4,1019,13.9,5.8,148.6,12.7,6,0.6,Clear,22,11,2021,19.2
13.1,65.9,19.8,11.2,32.3,1020.9,18.3,4.4,168.5,14.6,6,0.64,Clear,23,11,2021,20
13.3,66.8,22.3,14.8,56.2,1016.9,17.9,8,165.6,14.2,6,0.67,Clear,24,11,2021,20
13.4,65.1,20.9,14.8,38,1015.8,20.6,9.3,165.3,14.3,6,0.7,Partially cloudy,25,11,2021,20.6
13,65.7,22.7,13,64.5,1018.9,0,8.7,168.2,14.6,6,0.74,Clear,26,11,2021,20.2
8.3,48.4,20.9,11.2,56,1018.1,8.4,9.1,168.2,14.6,6,0.75,Clear,27,11,2021,21.4
6,34.2,23.4,13,267.4,1018,2.3,4.6,165.1,14.2,6,0.8,Clear,28,11,2021,23.4
6.4,32.8,19.650000000000006,14.8,6.7,1016.7,10.1,3.7,165.4,14.2,6,0.84,Clear,29,11,2021,24.1
8.2,41.6,33.1,22.3,275,1015.8,12.2,5.5,164.5,14.1,6,0.87,Clear,30,11,2021,23.5
11.9,61.7,37.4,22.3,292.5,1018.1,61.1,10,104.1,8.9,5,0.9,Partially cloudy,1,12,2021,19.6
8.9,56.3,24.1,18.5,13,1019.4,55.5,10,142.1,12.2,6,0.94,Partially cloudy,2,12,2021,18.2
9.2,57.4,30.6,16.6,46.4,1018.9,49,8.8,143.5,12.3,6,0.97,Partially cloudy,3,12,2021,18.1
7.5,54.1,26.3,11.2,187.5,1014.8,56.1,9,147.8,12.8,6,0,Partially cloudy,4,12,2021,17.8
6.9,48.4,44.05,31.7,230.6,1014.7,17.4,5.8,162.3,14.1,6,0.04,Clear,5,12,2021,18.1
9.7,58.7,19.650000000000006,13,339.8,1018.1,47.3,3.5,117.9,10.3,5,0.07,Partially cloudy,6,12,2021,18
7.6,52.9,44.05,35.3,216.8,1013.7,54.8,5.3,84.9,7.3,4,0.1,Partially cloudy,7,12,2021,17.7
2.6,41.6,44.05,44.349999999999994,234,1017.9,20.4,5.2,155.5,13.6,6,0.14,Partially cloudy,8,12,2021,15.7
7.6,54.9,21.2,16.6,226.1,1022.9,18.4,5.9,156.4,13.6,6,0.17,Clear,9,12,2021,16.8
7.6,52.8,33.5,24.1,63.1,1018.9,41.3,10,155.5,13.4,6,0.2,Partially cloudy,10,12,2021,18.2
10.2,63,19.650000000000006,9.4,7.5,1017.1,9.2,4,155.9,13.5,6,0.25,Clear,11,12,2021,17.6
13.1,76.2,19.650000000000006,11.2,17.5,1017.4,17.9,3.1,111.1,9.6,5,0.27,Clear,12,12,2021,17.3
15.3,79.60000000000001,21.2,13,357.2,1016,41.8,3.1,111,9.5,5,0.31,Partially cloudy,13,12,2021,18.6
10.8,64.4,35.6,18.5,298.1,1013.8,63.9,5.5,141.2,12.2,5,0.34,Partially cloudy,14,12,2021,17.9
4.8,48.2,35.3,27.7,237.4,1016.3,13.8,7.3,157.6,13.6,6,0.37,Clear,15,12,2021,16.1
6.1,53.6,28.1,14.8,244,1018.2,35.9,8.5,132.8,11.6,5,0.41,Partially cloudy,16,12,2021,15.7
8.6,64.1,32,20.5,292.3,1018.6,58.6,8.3,128.9,11,6,0.44,Partially cloudy,17,12,2021,15.6
5.1,53.5,44.05,33.5,222,1016.7,25.7,7.8,138.9,12,6,0.47,Partially cloudy,18,12,2021,15.1
4.3,49,44.05,29.5,198.8,1015,47.8,7.8,121,10.6,6,0.5,Partially cloudy,19,12,2021,15.1
5.6,64.9,44.05,37.1,229.8,1017.3,67.2,9.8,133.6,11.6,5,0.54,"Rain, Partially cloudy",20,12,2021,12.3
5.3,59.7,36.7,25.9,199.1,1023.1,39.9,6.6,137.3,11.9,5,0.58,Partially cloudy,21,12,2021,13
8.2,65.6,32,18.4,211.8,1022.7,48.4,6.7,142.3,12.3,6,0.61,"Rain, Partially cloudy",22,12,2021,14.7
9.8,76.5,28.8,22.3,314.6,1020.5,63.8,6,110.2,9.5,5,0.64,Partially cloudy,23,12,2021,14
7.5,67,41.4,22.3,342.9,1021.7,49.7,6.6,109.7,9.4,5,0.68,Partially cloudy,24,12,2021,13.9
5.4,60.5,35.6,18.4,40.4,1023.3,19.4,6.4,155.5,13.5,6,0.71,Clear,25,12,2021,13.6
5.4,58.7,38.2,24.1,43.9,1021.8,0.2,8.3,158.3,13.6,6,0.75,Clear,26,12,2021,13.7
7.7,66.3,32,22.3,13.5,1020.2,28.5,8.3,155.4,13.3,6,0.75,Partially cloudy,27,12,2021,14.4
9.6,69.3,28.8,22.3,310.9,1017.7,53.8,6.4,124,10.7,5,0.82,Partially cloudy,28,12,2021,15.4
6.4,58.4,30.2,20.5,203.5,1016.5,56.2,6,154.4,13.2,6,0.85,"Rain, Partially cloudy",29,12,2021,15.2
4.9,47.2,44.05,35.3,185.1,1012,77.9,9.8,107.9,9.3,5,0.88,"Rain, Partially cloudy",30,12,2021,16.4
9.9,68.4,44.05,25.9,184,1010.9,77.9,9.3,68.1,5.9,4,0.92,"Rain, Partially cloudy",31,12,2021,16
36.2,75.1,19.650000000000006,9.2,338.2,1013.7,67.8,4.2,111.4,9.6,4,0.95,"Rain, Partially cloudy",1,1,2022,47.95
36.2,79.60000000000001,19.650000000000006,6.9,271.2,1016.7,61.5,2.2,114.3,9.8,5,0,"Rain, Partially cloudy",2,1,2022,47.95
36.2,79.3,19.650000000000006,11.5,263.3,1020.1,26.5,2.2,109.1,9.5,4,0.02,Partially cloudy,3,1,2022,47.95
36.2,68.5,19.650000000000006,12.7,252.2,1023,40.5,3.2,153,13.2,6,0.05,Partially cloudy,4,1,2022,47.95
36.2,62.9,19.650000000000006,11.4,305.3,1022.6,17.6,3,161,13.8,6,0.09,Clear,5,1,2022,47.95
36.2,63.4,19.650000000000006,6.9,70.5,1019.3,26.3,4.5,150,13,6,0.12,Partially cloudy,6,1,2022,47.95
36.2,77.2,19.650000000000006,6.9,336.2,1017.1,0,2.2,166.9,14.5,6,0.15,Clear,7,1,2022,47.95
36.2,67.9,19.650000000000006,4.7,48.7,1014.7,7.9,2,166,14.3,6,0.19,Clear,8,1,2022,47.95
36.2,45.6,30.6,23,208.2,1012.9,25.9,4,166.2,14.4,6,0.25,Partially cloudy,9,1,2022,47.95
35.1,43.4,24.8,13.9,199.7,1013.3,28.3,6.2,185.5,16.1,6,0.25,Partially cloudy,10,1,2022,47.95
29.4,31,26.8,16.1,188.6,1014.6,0,6.2,161.5,13.9,6,0.28,Clear,11,1,2022,47.95
26.5,29.2,24.6,16.1,194.3,1015.2,52.6,6.2,142.4,12.4,5,0.32,Partially cloudy,12,1,2022,47.95
36.2,45.5,20.6,17.2,256.9,1015.8,34,5.2,158.5,13.8,6,0.35,"Rain, Partially cloudy",13,1,2022,47.95
36.2,68.1,19.650000000000006,17.2,264.4,1016.7,67.6,5.7,60.3,5.2,4,0.38,"Rain, Partially cloudy",14,1,2022,47.95
36.2,53.5,21.5,16.1,244.5,1015.7,65.5,6.2,105.9,9,5,0.42,Partially cloudy,15,1,2022,47.95
36.2,56.9,19.9,15,245.6,1015.2,60.1,4.8,54.9,4.6,4,0.45,"Rain, Partially cloudy",16,1,2022,47.95
36.2,64.7,20.8,15,39.6,1021.2,60.1,6.2,137.1,11.9,4,0.48,"Rain, Partially cloudy",17,1,2022,47.95
34.3,51.7,19.650000000000006,11.4,261.3,1024.2,51.3,5.3,170.9,14.8,6,0.5,Partially cloudy,18,1,2022,47.95
35.1,50.2,23.9,41,274,1023.4,63.1,5.9,82.4,7.1,4,0.55,"Rain, Partially cloudy",19,1,2022,47.95
31.8,45.6,20.8,9.2,341.4,1027.6,23.8,6.2,172.1,14.9,6,0.59,Partially cloudy,20,1,2022,47.95
33.6,52,19.650000000000006,11.4,61.6,1025.8,13.1,6.2,174.8,15.1,6,0.62,Clear,21,1,2022,47.95
34.8,51.8,19.650000000000006,11.6,262.8,1020.7,14.1,5.1,174.3,15.1,6,0.66,Clear,22,1,2022,47.95
36.2,51,24.8,17.2,237.9,1018,39.4,5.1,161,14,5,0.69,"Rain, Partially cloudy",23,1,2022,47.95
36.2,54,22.1,9.2,249.9,1020.6,42.7,6.2,170.8,14.7,5,0.73,"Rain, Partially cloudy",24,1,2022,47.95
31.1,42.5,19.650000000000006,16.1,237,1019.9,4.2,5.6,186.2,16,6,0.75,Clear,25,1,2022,47.95
36.2,65.9,33.8,19.7,236.7,1017.9,53.2,4.4,86.2,7.4,5,0.8,"Rain, Partially cloudy",26,1,2022,47.95
36.2,66.5,28,15,234.8,1022.9,64.3,5.7,161.3,14,5,0.83,"Rain, Partially cloudy",27,1,2022,47.95
36.2,60.6,19.650000000000006,20.1,225.7,1024.2,49.4,5.1,167.2,14.4,5,0.87,Partially cloudy,28,1,2022,47.95
36.2,55,19.650000000000006,10.3,218.4,1021.5,49.1,4.6,174.1,15,5,0.9,Partially cloudy,29,1,2022,47.95
36.2,46.9,19.650000000000006,15,203.9,1017.5,42.9,5.4,179.5,15.5,5,0.94,Partially cloudy,30,1,2022,47.95
36.2,58.7,24.8,13.9,224.1,1014,56.5,5,76.7,6.8,3,0.97,"Rain, Partially cloudy",31,1,2022,47.95
36.2,60.3,19.650000000000006,12.8,186.2,1018,33.3,5,183.4,15.8,6,0,Partially cloudy,1,2,2022,47.95
36.2,44.7,19.650000000000006,13.9,171.7,1015.2,41.2,5.7,183.4,15.9,7,0.04,Partially cloudy,2,2,2022,47.95
34,38.6,29.5,23,207.6,1011.5,30.1,5.4,182,15.8,7,0.07,"Rain, Partially cloudy",3,2,2022,47.95
36.2,64.2,31.8,20.8,235.5,1014.5,61.4,4.2,90.3,7.9,4,0.1,"Rain, Partially cloudy",4,2,2022,47.95
36.2,63.1,20.8,11.6,258.5,1022.3,63,5.8,153.1,13.3,5,0.14,Partially cloudy,5,2,2022,47.95
36.2,62.5,19.650000000000006,8.1,266.8,1024.6,33.5,4.1,192,16.5,6,0.17,Partially cloudy,6,2,2022,47.95
36.2,49.6,19.650000000000006,11.4,235.5,1022.6,0.2,4.9,199.1,17.3,7,0.2,Clear,7,2,2022,47.95
34.3,35.7,19.650000000000006,9.2,199.6,1018.7,10,6.1,205.5,17.8,7,0.25,Clear,8,2,2022,47.95
36.2,47.4,25.5,18.3,277.5,1016.5,41.1,5.3,195.2,17,7,0.26,Partially cloudy,9,2,2022,47.95
36.2,58.3,26.2,17.2,264.9,1018.8,51,6,96.4,8.4,3,0.3,"Rain, Partially cloudy",10,2,2022,47.95
36.2,60.1,22.4,13.9,32.9,1022.5,49,4.7,200.8,17.3,6,0.33,Partially cloudy,11,2,2022,47.95
36.2,58.9,32.2,20.8,66,1023.5,0,6.2,210.6,18.3,7,0.36,Clear,12,2,2022,47.95
36.2,75.1,23.3,15,23.7,1021.3,30.3,4.3,210.2,18.3,7,0.39,Partially cloudy,13,2,2022,47.95
36.2,60.4,23.3,13.9,11.3,1020.6,33.4,6.2,208.4,18,7,0.43,Partially cloudy,14,2,2022,47.95
36.2,65.4,22.4,15,359.5,1021.6,41.4,4.7,210.8,18.2,7,0.46,Partially cloudy,15,2,2022,47.95
36.2,62.3,20.4,15,18.2,1020.4,29.2,3.8,211.7,18.4,7,0.5,Partially cloudy,16,2,2022,47.95
36.2,69.6,19.650000000000006,13.9,38.5,1013.5,41.1,4.2,106.3,9.3,4,0.53,Partially cloudy,17,2,2022,47.95
36.2,75.8,21.5,15,8.4,1011.6,42,4.3,180.9,15.6,6,0.56,"Rain, Partially cloudy",18,2,2022,47.95
36.2,76.4,30.9,13.9,273.9,1014.8,75.2,4.8,138.8,12.1,4,0.6,"Rain, Partially cloudy",19,2,2022,47.95
36.2,71.9,19.650000000000006,5.8,25.7,1022.5,12.2,4.6,222.4,19.3,7,0.63,Clear,20,2,2022,47.95
36.2,62.2,19.650000000000006,6.9,127.2,1021.2,12.1,3.3,205.1,17.8,7,0.67,Clear,21,2,2022,47.95
36.2,46.2,19.650000000000006,5.8,191.7,1015,46.4,4.5,222.5,19.2,7,0.7,Partially cloudy,22,2,2022,47.95
36.2,45.7,28.6,19.7,261.8,1010.3,34.8,3.6,208.2,18,7,0.74,Partially cloudy,23,2,2022,47.95
36.2,56,32.4,27.7,220.4,1011.9,39.9,4.6,159.8,13.9,6,0.75,"Rain, Partially cloudy",24,2,2022,47.95
36.2,59.1,30,21.9,257.2,1015.6,54.8,5.6,170,14.6,6,0.81,Partially cloudy,25,2,2022,47.95
36.2,53.6,19.650000000000006,10.3,307.5,1020.6,64.9,6.2,212.2,18.4,8,0.85,Partially cloudy,26,2,2022,47.95
36.2,55.3,19.650000000000006,44.349999999999994,12.7,1021.9,7,6,240.1,20.7,8,0.88,Clear,27,2,2022,47.95
36.2,56.4,20.4,10.3,29.8,1020.6,6.9,6.2,233.1,20.1,8,0.92,Clear,28,2,2022,47.95
36.2,45.8,19.7,12.8,47.8,1018.4,37.4,6.2,222.9,19.1,8,0.95,Partially cloudy,1,3,2022,47.95
36.2,34.1,25.5,20.8,206.3,1010.9,33.1,4.7,194.1,16.7,7,0,Partially cloudy,2,3,2022,47.95
36.2,48.9,27.5,19.7,277.1,1015.8,20.8,4.7,230.8,19.9,8,0.02,Partially cloudy,3,3,2022,47.95
36.2,51.4,19.650000000000006,18.3,27.5,1018.4,28,6.1,244.1,21,8,0.05,"Rain, Partially cloudy",4,3,2022,47.95
36.2,49.4,21.5,16.1,63,1014.2,20.3,6,245,20.9,8,0.09,Partially cloudy,5,3,2022,47.95
33.7,31.6,42.9,30,242.2,1006.4,38.5,4,233.9,20.1,8,0.12,Partially cloudy,6,3,2022,47.95
36.2,66.4,19.9,13.9,17,1013.1,48.5,5.4,229.8,19.8,7,0.15,Partially cloudy,7,3,2022,47.95
36.2,49.7,20.4,16.1,57.5,1010,70,6.2,208.5,18,6,0.18,Partially cloudy,8,3,2022,47.95
36.2,68.3,23.7,13.9,2.5,1008.6,61.2,5.4,247.1,21.3,7,0.21,"Rain, Partially cloudy",9,3,2022,47.95
36.2,49.8,36.7,27.7,252.5,1012.6,35.2,5.1,256.6,22.2,7,0.25,Partially cloudy,10,3,2022,47.95
36.2,51.2,28.2,18.3,284.8,1018.6,55.3,6.2,175.7,15.1,7,0.28,Partially cloudy,11,3,2022,47.95
32.5,46.6,27.5,16.1,355,1021.4,62.6,6.2,252.4,21.8,7,0.31,Partially cloudy,12,3,2022,47.95
34.1,50.7,27.7,15,6.1,1021.6,42.8,6.2,235.1,20.4,7,0.34,Partially cloudy,13,3,2022,47.95
30.9,45.9,28,17.2,343.1,1024.7,63.9,5.3,266.1,23,7,0.38,Partially cloudy,14,3,2022,47.95
35.7,54.6,31.5,18.3,342.4,1026.6,50.6,6.2,267.6,23.2,7,0.41,Partially cloudy,15,3,2022,47.95
34,46.3,19.650000000000006,12.8,19.5,1026.1,29.7,5.2,270.5,23.4,7,0.44,Partially cloudy,16,3,2022,47.95
34.3,43.5,19.650000000000006,10.3,25.1,1023.6,0,6,272.3,23.5,7,0.47,Clear,17,3,2022,47.95
36.2,55.7,19.7,11.5,3,1021.7,18.1,5.4,269.5,23.4,7,0.5,Clear,18,3,2022,47.95
36.2,63,26.6,17.2,13.9,1020.4,36.1,4.5,267,23.1,7,0.54,Partially cloudy,19,3,2022,47.95
36.2,52.6,29.1,20.8,37.3,1018.6,55.9,6.1,267.9,23.3,7,0.58,"Rain, Partially cloudy",20,3,2022,47.95
36.2,58,28.9,15,28.4,1015.6,72.9,6.2,201.6,17.5,6,0.61,"Rain, Partially cloudy",21,3,2022,47.95
36.2,56.7,19.650000000000006,10.3,337.9,1016.5,60.3,3.9,215.2,18.7,8,0.65,Partially cloudy,22,3,2022,47.95
35.2,45.5,28.9,20.8,263,1017,34,6.1,270.5,23.4,9,0.68,Partially cloudy,23,3,2022,47.95
36.2,54.8,27.3,19.7,253.5,1017.5,54.8,5.9,237.2,20.4,9,0.72,Partially cloudy,24,3,2022,47.95
36.2,50.5,25.5,16.1,280.8,1021.1,40.6,6.2,271,23.5,9,0.75,Partially cloudy,25,3,2022,47.95
36.2,46.1,19.650000000000006,11.4,359.1,1025.8,10.3,5.6,277.2,23.8,9,0.79,Clear,26,3,2022,47.95
36.2,57.9,22.6,13.9,9.1,1026.7,11.4,5.1,280,24.2,9,0.83,Clear,27,3,2022,47.95
36.2,58,29.8,18.3,45,1024.9,24.5,6.2,280.3,24.3,9,0.86,Partially cloudy,28,3,2022,47.95
36.2,64.3,19.650000000000006,11.6,20.3,1017,24.1,5,276.1,23.8,9,0.9,Partially cloudy,29,3,2022,47.95
36.2,53.8,19.650000000000006,10.3,18.2,1015.5,0,3,285.5,24.8,9,0.93,Clear,30,3,2022,47.95
26.6,29.2,20.8,13.9,48.8,1015.4,18.5,6,263.5,22.8,9,0.97,Clear,31,3,2022,47.95
36.2,49.9,19.650000000000006,9.2,11.7,1013.5,34.1,4.2,202.1,17.4,8,0,Partially cloudy,1,4,2022,47.95
36.2,32.4,19.650000000000006,9.2,351.1,1012.6,32.9,4.1,222.6,19.4,8,0.04,Partially cloudy,2,4,2022,47.95
36.2,42,30.2,19.7,41.3,1014.9,22.5,3.9,234.5,20.4,8,0.07,Partially cloudy,3,4,2022,47.95
33.4,29.2,32.7,24.2,59.4,1015.6,46,6.2,283.2,24.3,9,0.1,Partially cloudy,4,4,2022,47.95
32.2,29.2,19.650000000000006,10.3,206.9,1012.6,9.6,4.7,286.5,24.8,9,0.13,Clear,5,4,2022,47.95
34.7,29.2,28,15,259.6,1012.3,25.2,4.4,287.3,24.9,9,0.17,Partially cloudy,6,4,2022,47.95
36.2,29.2,19.650000000000006,15,163.4,1012.4,12.2,3,278.3,24.1,9,0.2,Clear,7,4,2022,47.95
36.2,46.3,27.1,16.1,323.3,1012.8,13.8,4.5,282.1,24.4,9,0.23,Clear,8,4,2022,47.95
36.2,59.3,24.6,16.1,36.5,1013.7,44.5,6.2,305.9,26.2,10,0.25,Partially cloudy,9,4,2022,47.95
36.2,63.5,25.3,16.1,37.1,1012,62.3,6.2,300.3,26,9,0.29,Partially cloudy,10,4,2022,47.95
36.2,59.2,29.3,15,350.5,1013.1,11.1,5.2,294.9,25.4,9,0.33,Clear,11,4,2022,47.95
36.2,50.7,26.6,18.3,352.6,1016,17.2,5.9,298.7,25.5,10,0.36,Clear,12,4,2022,47.95
36.2,53.3,25.1,16.1,20.8,1014.4,20.1,6.2,295.5,25.5,10,0.39,Partially cloudy,13,4,2022,47.95
36.2,53.1,25.7,19.7,37.3,1014.5,16.4,6.2,302.1,26.2,10,0.42,Clear,14,4,2022,47.95
36.2,54.9,28.6,16.1,40.8,1014,15.8,6.2,300.8,26,10,0.46,Clear,15,4,2022,47.95
36.2,43.5,23.7,13.9,62.1,1011.8,21.5,5.9,298.8,25.7,10,0.5,Partially cloudy,16,4,2022,47.95
